"responseData__cityentity_id","responseData__id","responseData__name","responseData__max_level","responseData__blueprints__number_of_pieces","responseData__blueprints__building_id","responseData__blueprints__piece_number","responseData__blueprints__amount","responseData__blueprints____class__","responseData__description","responseData__inStock","responseData__item__upgradeItemId","responseData__item__selectionKitId","responseData__item__target","responseData__item__resource_package__cost____class__","responseData__item__resource_package__gain","responseData__item__resource_package____class__","responseData__item__cityEntityId","responseData__item__level","responseData__item__reward__type","responseData__item__reward__subType","responseData__item__reward__amount","responseData__item__reward__id","responseData__item__reward__name","responseData__item__reward__description","responseData__item__reward__iconAssetName","responseData__item__reward__isHighlighted","responseData__item__reward__assembledReward__type","responseData__item__reward__assembledReward__subType","responseData__item__reward__assembledReward__amount","responseData__item__reward__assembledReward__id","responseData__item__reward__assembledReward__name","responseData__item__reward__assembledReward__description","responseData__item__reward__assembledReward__iconAssetName","responseData__item__reward__assembledReward__isHighlighted","responseData__item__reward__assembledReward__flags__-","responseData__item__reward__assembledReward____class__","responseData__item__reward__requiredAmount","responseData__item__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__drop_chance","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__type","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__subType","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__amount","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__id","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__name","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__description","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__iconAssetName","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__duration","responseData__item__reward__possible_rewards__reward__possible_rewards__reward__value","responseData__item__reward__possible_rewards__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards__reward__possible_rewards____class__","responseData__item__reward__possible_rewards__reward____class__","responseData__item__reward__possible_rewards____class__","responseData__item__reward____class__","responseData__item__boostType","responseData__item__value","responseData__item__duration","responseData__item____class__","responseData__itemAssetName","responseData__availableFrom","responseData__exchangeBaseValue__|","responseData__exchangeBaseValue__|__trade_coins","responseData__exchangeBaseValue__|__gemstones","responseData__exchangeBaseValue____class__","responseData__locked","responseData__sortPriority__001","responseData__sortPriority__002","responseData__sortPriority__003","responseData__sortPriority__004","responseData__sortPriority__005","responseData__sortPriority__006","responseData__time","responseData____class__","responseData","requestClass","requestMethod","requestId","__class__"
"","","","","9","X_IndustrialAge_Landmark2","1","31","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","2","34","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","3","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","4","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","5","24","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","6","27","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","7","33","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark2","8","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_IronAge_Landmark1","","Kolosseum","10","9","X_IronAge_Landmark1","","28","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_IronAge_Landmark1","1","24","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","2","21","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","3","18","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","4","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","5","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","6","25","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","7","21","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark1","8","33","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_IronAge_Landmark2","","Leuchtturm von Alexandria","101","9","X_IronAge_Landmark2","","804","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_IronAge_Landmark2","1","809","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","2","744","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","3","759","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","4","816","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","5","813","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","6","810","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","7","813","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IronAge_Landmark2","8","856","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ContemporaryEra_Landmark1","","Lotustempel","10","9","X_ContemporaryEra_Landmark1","","31","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","1","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","2","19","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","3","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","4","27","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","5","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","6","28","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","7","29","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ContemporaryEra_Landmark1","8","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_HighMiddleAge_Landmark1","","Markusdom","101","9","X_HighMiddleAge_Landmark1","","673","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","1","635","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","2","663","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","3","698","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","4","742","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","5","700","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","6","709","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","7","681","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark1","8","657","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_HighMiddleAge_Landmark3","","Notre Dame","10","9","X_HighMiddleAge_Landmark3","","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","1","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","2","22","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","3","18","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","4","28","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","5","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","6","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","7","12","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_HighMiddleAge_Landmark3","8","25","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_AllAge_EasterBonus4","","Observatorium","132","9","X_AllAge_EasterBonus4","","2733","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_AllAge_EasterBonus4","1","2851","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","2","2858","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","3","2813","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","4","2839","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","5","2761","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","6","2740","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","7","2796","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_EasterBonus4","8","2736","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_FutureEra_Landmark2","","Regenwald-Projekt","101","9","X_FutureEra_Landmark2","","577","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_FutureEra_Landmark2","1","523","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","2","549","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","3","592","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","4","567","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","5","587","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","6","563","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","7","534","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_FutureEra_Landmark2","8","543","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_AllAge_Expedition","","Relikttempel","101","9","X_AllAge_Expedition","","1566","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_AllAge_Expedition","1","1408","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","2","1471","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","3","1579","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","4","1483","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","5","1491","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","6","1529","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","7","1542","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_AllAge_Expedition","8","1481","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_IndustrialAge_Landmark1","","Royal Albert Hall","10","9","X_IndustrialAge_Landmark1","","117","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","1","120","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","2","103","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","3","102","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","4","103","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","5","107","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","6","115","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","7","93","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_IndustrialAge_Landmark1","8","117","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ArcticFuture_Landmark3","","Saatgut-Tresor","10","9","X_ArcticFuture_Landmark3","","151","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","1","138","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","2","115","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","3","113","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","4","132","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","5","155","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","6","127","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","7","119","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ArcticFuture_Landmark3","8","145","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X_ModernEra_Landmark1","","Space Needle","10","9","X_ModernEra_Landmark1","","20","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","InventoryGreatBuilding","","","","",""
"","","","","9","X_ModernEra_Landmark1","1","15","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","2","22","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","3","21","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","4","15","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","5","23","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","6","16","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","7","18","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","9","X_ModernEra_Landmark1","8","26","GreatBuildingBlueprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
